barcode,invoice_number,sale_date,quantity_sold,selling_price,discount,total_amount
8901032,INV-00857,2026-07-30,2,158,31.6,284.4
8901035,INV-01067,2026-07-30,2,19,1.9,36.1
8901035,INV-01085,2026-07-30,2,19,0,38
8901051,INV-01163,2026-07-30,1,270,0,270
8901053,INV-01243,2026-07-30,1,705,0,705
8901054,INV-01272,2026-07-30,1,172,0,172
8901054,INV-01280,2026-07-30,3,172,25.8,490.2
8901062,INV-01546,2026-07-30,2,23,0,46
8901062,INV-01560,2026-07-30,3,23,3.45,65.55
8901064,INV-01646,2026-07-30,2,176,0,352
8901066,INV-01719,2026-07-30,3,56,0,168
8901010,INV-01728,2026-07-30,4,90,0,360
8901031,INV-01735,2026-07-30,4,85,0,340
8901001,INV-00006,2026-07-31,1,68,3.4,64.6
8901001,INV-00092,2026-07-31,4,68,13.6,258.4
8901002,INV-00132,2026-07-31,2,52,5.2,98.8
8901003,INV-00261,2026-07-31,4,272,54.4,1033.6
8901004,INV-00304,2026-07-31,5,28,0,140
8901006,INV-00452,2026-07-31,2,118,0,236
8901010,INV-00486,2026-07-31,1,90,0,90
8901011,INV-00525,2026-07-31,2,99,0,198
8901013,INV-00599,2026-07-31,3,92,27.6,248.4
8901031,INV-00758,2026-07-31,3,85,0,255
8901034,INV-00990,2026-07-31,1,42,2.1,39.9
8901035,INV-01028,2026-07-31,1,19,0,19
8901035,INV-01057,2026-07-31,4,19,0,76
8901050,INV-01148,2026-07-31,1,32,3.2,28.8
8901056,INV-01363,2026-07-31,2,395,39.5,750.5
8901061,INV-01528,2026-07-31,1,42,0,42
8901062,INV-01550,2026-07-31,5,23,0,115
8901062,INV-01561,2026-07-31,2,23,2.3,43.7
8901064,INV-01648,2026-07-31,2,176,35.2,316.8
8901006,INV-01727,2026-07-31,3,118,0,354
8901030,INV-01734,2026-07-31,2,20,0,40
8901002,INV-00169,2026-08-01,4,52,10.4,197.6
8901002,INV-00224,2026-08-01,2,52,0,104
8901004,INV-00349,2026-08-01,3,28,0,84
8901005,INV-00396,2026-08-01,1,128,6.4,121.6
8901011,INV-00527,2026-08-01,3,99,0,297
8901013,INV-00603,2026-08-01,3,92,0,276
8901030,INV-00674,2026-08-01,1,20,1.0,19.0
8901030,INV-00743,2026-08-01,2,20,0,40
8901031,INV-00771,2026-08-01,5,85,0,425
8901031,INV-00811,2026-08-01,1,85,0,85
8901034,INV-00966,2026-08-01,3,42,0,126
8901035,INV-01031,2026-08-01,1,19,0,19
8901050,INV-01122,2026-08-01,3,32,0,96
8901051,INV-01173,2026-08-01,3,270,0,810
8901052,INV-01218,2026-08-01,2,180,36.0,324.0
8901055,INV-01334,2026-08-01,1,94,4.7,89.3
8901061,INV-01520,2026-08-01,1,42,0,42
8901063,INV-01619,2026-08-01,2,38,0,76
8901064,INV-01645,2026-08-01,1,176,0,176
8901005,INV-01726,2026-08-01,4,128,0,512
8901021,INV-01733,2026-08-01,3,58,0,174
8901001,INV-00009,2026-08-02,4,68,27.2,244.8
8901001,INV-00014,2026-08-02,4,68,13.6,258.4
8901001,INV-00082,2026-08-02,2,68,6.8,129.2
8901001,INV-00096,2026-08-02,2,68,13.6,122.4
8901001,INV-00121,2026-08-02,3,68,10.2,193.8
8901001,INV-00122,2026-08-02,3,68,20.4,183.6
8901003,INV-00259,2026-08-02,3,272,0,816
8901010,INV-00483,2026-08-02,2,90,0,180
8901020,INV-00633,2026-08-02,3,56,16.8,151.2
8901020,INV-00635,2026-08-02,1,56,0,56
8901030,INV-00745,2026-08-02,5,20,10.0,90.0
8901031,INV-00761,2026-08-02,5,85,0,425
8901032,INV-00870,2026-08-02,2,158,0,316
8901033,INV-00878,2026-08-02,1,155,0,155
8901033,INV-00879,2026-08-02,1,155,0,155
8901033,INV-00905,2026-08-02,2,155,0,310
8901033,INV-00921,2026-08-02,2,155,0,310
8901034,INV-00944,2026-08-02,3,42,0,126
8901034,INV-00958,2026-08-02,1,42,0,42
8901034,INV-00988,2026-08-02,5,42,0,210
8901035,INV-01047,2026-08-02,4,19,0,76
8901050,INV-01103,2026-08-02,3,32,0,96
8901050,INV-01138,2026-08-02,4,32,0,128
8901051,INV-01172,2026-08-02,1,270,0,270
8901052,INV-01224,2026-08-02,3,180,0,540
8901053,INV-01245,2026-08-02,2,705,0,1410
8901055,INV-01321,2026-08-02,3,94,0,282
8901059,INV-01418,2026-08-02,2,270,0,540
8901061,INV-01531,2026-08-02,1,42,0,42
8901062,INV-01541,2026-08-02,3,23,0,69
8901004,INV-01725,2026-08-02,1,28,0,28
8901020,INV-01732,2026-08-02,2,56,0,112
8901001,INV-00106,2026-08-03,5,68,0,340
8901002,INV-00130,2026-08-03,4,52,0,208
8901002,INV-00204,2026-08-03,3,52,0,156
8901003,INV-00274,2026-08-03,4,272,0,1088
8901004,INV-00323,2026-08-03,3,28,4.2,79.8
8901004,INV-00356,2026-08-03,3,28,0,84
8901005,INV-00372,2026-08-03,3,128,19.2,364.8
8901012,INV-00547,2026-08-03,1,42,4.2,37.8
8901020,INV-00631,2026-08-03,1,56,0,56
8901030,INV-00719,2026-08-03,3,20,0,60
8901030,INV-00726,2026-08-03,2,20,0,40
8901031,INV-00784,2026-08-03,3,85,0,255
8901032,INV-00855,2026-08-03,5,158,0,790
8901033,INV-00901,2026-08-03,3,155,23.25,441.75
8901034,INV-00934,2026-08-03,5,42,21.0,189.0
8901035,INV-01041,2026-08-03,5,19,0,95
8901035,INV-01058,2026-08-03,5,19,0,95
8901035,INV-01081,2026-08-03,3,19,0,57
8901051,INV-01156,2026-08-03,1,270,0,270
8901055,INV-01308,2026-08-03,2,94,0,188
8901056,INV-01340,2026-08-03,1,395,39.5,355.5
8901057,INV-01371,2026-08-03,1,165,0,165
8901003,INV-01724,2026-08-03,3,272,0,816
8901013,INV-01731,2026-08-03,4,92,0,368
8901001,INV-00118,2026-08-04,1,68,3.4,64.6
8901002,INV-00191,2026-08-04,3,52,15.6,140.4
8901002,INV-00208,2026-08-04,5,52,0,260
8901004,INV-00335,2026-08-04,2,28,0,56
8901004,INV-00355,2026-08-04,2,28,5.6,50.4
8901012,INV-00541,2026-08-04,1,42,2.1,39.9
8901012,INV-00555,2026-08-04,2,42,0,84
8901013,INV-00589,2026-08-04,1,92,4.6,87.4
8901013,INV-00597,2026-08-04,2,92,0,184
8901032,INV-00821,2026-08-04,1,158,0,158
8901032,INV-00867,2026-08-04,3,158,0,474
8901033,INV-00897,2026-08-04,1,155,0,155
8901034,INV-00955,2026-08-04,2,42,0,84
8901034,INV-01000,2026-08-04,4,42,16.8,151.2
8901035,INV-01033,2026-08-04,5,19,0,95
8901035,INV-01066,2026-08-04,2,19,0,38
8901050,INV-01129,2026-08-04,4,32,0,128
8901052,INV-01207,2026-08-04,1,180,0,180
8901055,INV-01330,2026-08-04,1,94,0,94
8901058,INV-01408,2026-08-04,1,205,0,205
8901060,INV-01474,2026-08-04,3,348,0,1044
8901061,INV-01481,2026-08-04,2,42,0,84
8901061,INV-01500,2026-08-04,1,42,0,42
8901062,INV-01554,2026-08-04,3,23,0,69
8901002,INV-01723,2026-08-04,4,52,0,208
8901012,INV-01730,2026-08-04,1,42,0,42
8901001,INV-01722,2026-08-05,1,68,0,68
8901011,INV-01729,2026-08-05,2,99,0,198
